added_date,added_iso,added_unix,browser_name,browser_version,country_code,datapoint,device_type,document_referrer,duration_seconds,hostname,hostname_original,is_robot,is_unique,lang_language,lang_region,os_name,os_version,path,path_and_query,query,referrer_hostname,referrer_path,screen_height,screen_width,scrolled_percentage,session_id,user_agent,utm_campaign,utm_content,utm_medium,utm_source,utm_term,uuid,viewport_height,viewport_width
2021-01-21,2021-01-21T06:00:00.000Z,1611208800,iOS Safari,,NL,pageview,mobile,,16,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T06:00:00.000Z,1611208800,iOS Safari,,NL,pageview,mobile,,16,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T07:00:00.000Z,1611212400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T07:00:00.000Z,1611212400,iOS Safari,,NL,pageview,mobile,,,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T07:00:00.000Z,1611212400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T07:00:00.000Z,1611212400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T07:00:00.000Z,1611212400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T15:00:00.000Z,1611241200,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T15:00:00.000Z,1611241200,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T15:00:00.000Z,1611241200,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T17:00:00.000Z,1611248400,iOS Safari,,NL,pageview,mobile,,11,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,iOS Safari,,NL,pageview,mobile,,2,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,iOS Safari,,NL,pageview,mobile,,2,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,iOS Safari,,NL,pageview,mobile,,2,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T18:00:00.000Z,1611252000,Safari,,NL,pageview,desktop,,16,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T19:00:00.000Z,1611255600,Google Chrome,,PK,pageview,desktop,,,franksblog.nl,,false,true,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T21:00:00.000Z,1611262800,iOS Safari,,NL,pageview,mobile,,9,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T21:00:00.000Z,1611262800,iOS Safari,,NL,pageview,mobile,,9,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T21:00:00.000Z,1611262800,Google Chrome,,NL,pageview,desktop,,1,franksblog.nl,,false,true,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T21:00:00.000Z,1611262800,Google Chrome,,NL,pageview,desktop,,1,franksblog.nl,,false,false,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T21:00:00.000Z,1611262800,iOS Safari,,NL,pageview,mobile,,9,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-21,2021-01-21T21:00:00.000Z,1611262800,iOS Safari,,NL,pageview,mobile,,9,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T04:00:00.000Z,1611288000,Google Chrome,,NL,pageview,desktop,,,franksblog.nl,,false,true,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T06:00:00.000Z,1611295200,Google Chrome,,US,pageview,desktop,,,franksblog.nl,,false,true,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T06:00:00.000Z,1611295200,iOS Safari,,NL,pageview,mobile,,19,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T06:00:00.000Z,1611295200,iOS Safari,,NL,pageview,mobile,,19,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T06:00:00.000Z,1611295200,iOS Safari,,NL,pageview,mobile,,19,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T06:00:00.000Z,1611295200,Google Chrome,,US,pageview,desktop,,,franksblog.nl,,false,true,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T07:00:00.000Z,1611298800,iOS Safari,,NL,pageview,mobile,,3,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T07:00:00.000Z,1611298800,iOS Safari,,NL,pageview,mobile,,3,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T09:00:00.000Z,1611306000,Firefox,,NL,pageview,desktop,,14,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T09:00:00.000Z,1611306000,Firefox,,NL,pageview,desktop,,14,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T09:00:00.000Z,1611306000,Firefox,,NL,pageview,desktop,,14,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T09:00:00.000Z,1611306000,Google Chrome,,NL,pageview,desktop,,,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T09:00:00.000Z,1611306000,Google Chrome,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,Safari,,NL,pageview,desktop,,6,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,Safari,,NL,pageview,desktop,,6,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,Safari,,NL,pageview,desktop,,6,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,iOS Safari,,NL,pageview,mobile,,10,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T10:00:00.000Z,1611309600,Safari,,NL,pageview,desktop,,6,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T11:00:00.000Z,1611313200,Firefox,,NL,pageview,desktop,,19,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T11:00:00.000Z,1611313200,Firefox,,NL,pageview,desktop,,7,franksblog.nl,,false,false,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T11:00:00.000Z,1611313200,Firefox,,NL,pageview,desktop,,19,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T11:00:00.000Z,1611313200,Firefox,,NL,pageview,desktop,,7,franksblog.nl,,false,true,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T11:00:00.000Z,1611313200,Firefox,,NL,pageview,desktop,,7,franksblog.nl,,false,false,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T11:00:00.000Z,1611313200,Firefox,,NL,pageview,desktop,,7,franksblog.nl,,false,false,,,Windows,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,Chrome for Android,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,Android,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,Chrome for Android,,NL,pageview,mobile,,1,franksblog.nl,,false,true,,,Android,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,Chrome for Android,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,Android,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T12:00:00.000Z,1611316800,Chrome for Android,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,Android,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T13:00:00.000Z,1611320400,Firefox,,NL,pageview,desktop,,1,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T13:00:00.000Z,1611320400,Samsung Internet,,NL,pageview,mobile,,9,franksblog.nl,,false,true,,,Android,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T13:00:00.000Z,1611320400,Firefox,,NL,pageview,desktop,,1,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T13:00:00.000Z,1611320400,Samsung Internet,,NL,pageview,mobile,,9,franksblog.nl,,false,false,,,Android,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T14:00:00.000Z,1611324000,iOS Safari,,NL,pageview,mobile,,1,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T15:00:00.000Z,1611327600,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T16:00:00.000Z,1611331200,iOS Safari,,NL,pageview,mobile,,,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T16:00:00.000Z,1611331200,iOS Safari,,NL,pageview,mobile,,,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T17:00:00.000Z,1611334800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,true,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T17:00:00.000Z,1611334800,iOS Safari,,NL,pageview,mobile,,6,franksblog.nl,,false,false,,,iOS,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T18:00:00.000Z,1611338400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T18:00:00.000Z,1611338400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,true,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
2021-01-22,2021-01-22T18:00:00.000Z,1611338400,Firefox,,NL,pageview,desktop,,,franksblog.nl,,false,false,,,Macintosh,,/,/,,,,,,,,,,,,,,,,
